,nose_x, nose_y, leftEye_x, leftEye_y, rightEye_x, rightEye_y, leftEar_x, leftEar_y, rightEar_x, rightEar_y, leftShoulder_x, leftShoulder_y, rightShoulder_x, rightShoulder_y, leftElbow_x, leftElbow_y, rightElbow_x, rightElbow_y, leftWrist_x, leftWrist_y, rightWrist_x, rightWrist_y, leftHip_x, leftHip_y, rightHip_x, rightHip_y, leftKnee_x, leftKnee_y, rightKnee_x, rightKnee_y, leftAnkle_x, leftAnkle_y, rightAnkle_x, rightAnkle_y, estado
0,147.6525807658986,49.390688573340036,153.93666961313684,37.71026069552054,147.21005510263407,41.56509058020922,163.3643925885746,49.7597237969187,136.38897610081773,46.562023014409995,175.63955700351107,88.99776072817554,118.74926674690693,91.3850895625608,175.3048373567455,150.8576879241587,109.21962901312091,154.76918944125046,182.16362444807118,190.7978800020329,113.80736948451178,193.8989260781136,165.4781653259515,204.54640666798394,128.53419233388937,203.09993580621503,154.71233857744863,278.4202724115394,135.29850555301175,280.2789176020641,146.43104642281736,353.0188564196635,149.39465652643938,355.3563900958703,0
1,148.0862628625061,78.69082424891134,154.45127969585968,74.18461291242666,139.8453812654844,84.32910562953133,125.88204409825661,72.32929407854489,163.83173901747173,75.2995502160217,103.06013827194036,113.05958937114315,179.0153681536129,109.5252753231776,68.68604964319371,164.66522068365074,223.54163084512555,161.0915113515891,111.40639457257342,198.53160576133877,187.68150240530764,201.9291918565327,122.37856230383252,224.79114755118403,169.5969696638649,223.8920694195343,142.74987840466926,313.311081823208,190.10263584003377,306.6596777058761,149.3520684743206,397.30238858827823,190.44269903160716,398.8426386614254,0
2,158.2866089817151,59.65186093104025,165.97353864736593,53.523339371736874,152.8166359036813,52.84824927957141,178.39145586184492,58.73656514089859,142.96129575499302,53.62052509293018,188.109653933039,111.44161743876535,125.27392198139592,99.47002648379552,185.7879638671875,164.97386383175387,108.46620255407191,152.98522028941588,157.60987574952122,165.96412955555007,140.49690632504712,159.48761965978005,163.84130396267784,224.9938282057469,125.49099013035399,224.13976943910353,168.32023650291828,314.37837474540976,109.35761269892237,300.9709131856837,155.96133874084236,398.60260662865545,108.35895760977778,398.91803607866456,0
3,148.74651125896764,47.73129414955466,153.78697020534412,39.009226342583446,142.70441819721623,41.151637140415055,167.213267760518,42.73714369836948,142.88147655442532,48.382966156599586,178.2006111590315,79.35022435763467,133.68263096197106,88.5183445674436,198.18266337947625,65.81380970283242,57.471218183346764,108.38542374191582,214.37411178410747,45.63885885453873,90.12198689382828,87.88210872546244,164.83424145887798,193.67903920926938,143.66866085779807,195.94480907870638,167.43879206913454,287.11055948576575,155.64449325145915,287.54066140735193,175.8167222316163,312.7476050232171,159.2394431741321,312.6066155934612,0
4,132.28791233166646,51.06297429897442,127.06531866051344,41.2835024674115,122.09372464784852,45.139053730649245,92.02633275132234,61.80966447763406,101.31946519191163,50.90766750884891,83.98407071480955,101.40667406965322,108.10427090537223,99.85267772748776,168.1544263075298,122.20151285253147,172.70170278586303,123.6610887579417,139.21275899567956,60.478326968181925,143.46782372619393,165.02362559277725,97.99495207196543,213.7536015492005,131.82180827693716,211.05585951749453,107.09542300450661,308.60715932883176,167.11612211591074,307.92377338335206,168.53862717921632,399.047857499772,114.38500667824354,386.00760433924336,0
5,119.801851562025,70.00777099846866,120.40815687365105,59.50648979454189,111.19138368836636,60.665591495974056,75.7321546977596,70.86722006593696,98.06377692909092,67.2632529114007,64.0414137784609,118.81478751215953,109.00770402604039,115.93111683886339,65.54309681695722,182.957630676982,164.18689772312743,124.69709522529335,201.3959238965224,98.92547251185555,206.17703389564838,99.63418018029358,79.2872551350278,239.45939179060525,112.85826241459827,236.5458774195571,92.15862556190342,320.1249831381475,103.31191274442563,323.72661249183034,92.52377669634987,393.43871179721697,94.89180865454767,395.78041343837396,0
6,149.6586009222246,80.31761303022213,155.18858200845088,68.05136565568382,169.9006433152967,63.99115996601981,162.2435840651219,70.69706824039207,201.5900281616686,68.49876730358554,159.30621076650655,112.12142320922376,205.05627880764376,107.78567763154145,177.70219201707656,166.86489090381428,226.25807528365908,170.46861759883421,198.03018532838337,215.36733872231807,220.83555288351926,219.91314572582914,158.52589291821195,225.16057352147678,183.7028592477049,228.21374143607886,196.26665523543898,311.07948392281736,178.23801597268664,309.25276641251975,191.06311130152602,393.48287619505413,184.0063458750684,391.6645747678289,0
7,144.40434674808486,41.56768553915655,149.65972306663423,36.78458172987407,136.56261458934978,34.01140220434285,165.12653335986897,42.93441401381437,128.1689476874088,31.851708378773257,153.7500730284457,92.79238556145694,124.24514265839693,174.68229657481152,170.72940039727473,162.97370821585451,126.62322048083354,157.7499656825678,133.23111478456727,146.88194363961424,116.12835153067621,145.28511878581364,155.19515456856456,244.07218012828307,126.05823412943442,243.37206888755472,161.35121208220605,322.15980500098794,124.00593887507219,321.67926001641536,155.56116067018027,403.9837165565342,137.60069168031447,399.8213623284366,0
8,179.06308600874726,169.58689262894805,186.04095399611657,161.78428857706865,176.38995100088155,157.36215791813595,200.12250373335667,166.3665786327555,178.4795441980028,164.5132101927286,201.91988518265896,195.48501040685036,187.83646520473616,191.91382589971045,182.9174917495668,254.7985180806557,175.2566920180265,251.00291805044685,177.7803413598918,217.8176612705572,155.58237454306754,265.42116454603143,179.65579199883723,284.51258143562285,173.46534877435707,281.1655185565874,177.07771865310372,323.59900864181816,178.65131244585208,325.4247375963263,147.15233145984695,275.705297447828,148.32503916224616,345.2986631875836,1
9,174.27529657861137,95.83452573546175,179.4544205127523,87.42843509184247,163.77736844905155,87.76728262697212,197.5566403875091,92.7925592266632,157.39648128761854,93.88893439148187,215.5318174844586,140.2254230781288,152.46965282158166,150.15085717583446,228.43257740777756,205.3734671744855,137.95833513430586,196.98740146503374,183.27585658210722,239.59570561865425,133.1505742054505,229.10865160277845,191.87052092199662,243.6336888413485,159.0856292368373,233.12950876436344,152.4067592991929,281.42323772267144,93.15519666857293,253.23259227470666,118.47893681507631,389.53113778555905,98.65835315986365,385.6201973406721,1
